MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU482009103029,마산소방서,석전119안전센터,대지단란주점,단란주점,20210804114907,20210804,114907,2021,08,04,,,20010112,,경상남도 창원시 마산회원구 석전동 ,석전동5길,석전목욕탕,석고보드. 콘크리트 등,,방염도료,,지하,대지단란주점 - 대지단란주점동,양식(옥),철골철근콘크리트조,,Y
MU482009103033,마산소방서,구암119안전센터,귀족,유흥주점,20210804095904,20210804,095904,2021,08,04,,,19890920,,경상남도 창원시 마산회원구 합성동 ,합성남로,,석고보등.타일.유리등,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU482009103021,마산소방서,구암119안전센터,조은날,유흥주점,20210804104614,20210804,104614,2021,08,04,,,20070701,,경상남도 창원시 마산회원구 합성동 ,합성옛길,주택,석고(불연재),,,,4/1,,양식(옥),철근콘크리트조,,Y
MU482009102960,진주소방서,평거119안전센터,씨오디(COD),유흥주점,20211209183353,20211209,183353,2021,12,09,,20070325,20020423,20211203,경상남도 진주시 평거동 ,진양호로,,,,,,5,,양식(옥),철근콘크리트조,,Y
MU482009102858,마산소방서,양봉119안전센터,아이비스PC방,인터넷컴퓨터게임시설제공업(PC방),20210803173834,20210803,173834,2021,08,03,,,20070611,20130501,경상남도 창원시 마산합포구 산호동 ,산호남로,아이비스PC방,,,,,220,아람DC마트(구우진문고) - 아람DC마트(구우진문고)동,양식(옥),철근콘크리트조,,Y
MU482009102861,마산소방서,양봉119안전센터,산호노래연습장,노래연습장업,20210803174132,20210803,174132,2021,08,03,,,20120509,,경상남도 창원시 마산합포구 산호동 ,산호남로,주택,,,,,3,산호노래방 - 산호노래방동,양식(옥),철근콘크리트조,,Y
MU282011115382,서부소방서,연희119안전센터,신세계,유흥주점,20210326120341,20210326,120341,2021,03,26,,,19990902,20210317,인천광역시 서구 심곡동 ,탁옥로51번길,체리모텔,,,,,5,,양식(옥),철근콘크리트조,,Y
MU282011114622,서부소방서,연희119안전센터,시크릿클럽,유흥주점,20210409080659,20210409,080659,2021,04,09,,,20060222,20210408,인천광역시 서구 심곡동 ,탁옥로33번길,,,,,,7,,양식(옥),철근콘크리트조,,Y
MU482009103358,거제소방서,옥포119안전센터,청춘가라오케,유흥주점,20210604091113,20210604,091113,2021,06,04,근린생활시설,20070306,20070306,,경상남도 거제시 옥포동 ,옥포로4길,,확인불가,,,,0/3,황제노래주점 건물 - 칠성루동,양식(옥),철근콘크리트조,,Y
MU482009103360,마산소방서,양봉119안전센터,뚜레박단란주점,단란주점,20210803173934,20210803,173934,2021,08,03,근린생활시설,,20070530,,경상남도 창원시 마산합포구 산호동 ,합포로,주택,핸디코트. 석고,,,,1/4,영창피아노 - 영창피아노동,양식(옥),철근콘크리트조,,Y
MU482009102495,거제소방서,장승포119안전센터,오토노래주점,유흥주점,20211125170156,20211125,170156,2021,11,25,근린생활시설,20061117,20061117,,경상남도 거제시 능포동 ,능포로2길,,확인불가,,2004-52호,,1/7,부영장여관(백남순) - 부영장여관동,양식(옥),철근콘크리트조,,Y
MU482009100068,진주소방서,천전119안전센터,망경횟집,일반음식점,20211209080239,20211209,080239,2021,12,09,근린생활시설,,20071213,20201118,경상남도 진주시 망경동 ,망경로275번길,,,,,,2,망경횟집 - 망경횟집동,양식(옥),철근콘크리트조,,Y
MU282011113790,서부소방서,검단119안전센터,@휴고시원,고시원업,20211130174935,20211130,174935,2021,11,30,,20091230,20100212,20211130,인천광역시 서구 마전동 ,완정로64번길,현승빌딩,석고보드.ACL블럭.타일,1943.0,방염도료,121.0,0/5,현승빌딩 - 현승빌딩동,양식(옥),철근콘크리트조,,Y
MU282011127611,남동소방서,구월119안전센터,하와이안마시술소,안마시술소,20211126093139,20211126,093139,2021,11,26,복합건축물,,20110404,20141007,인천광역시 남동구 구월동 ,성말로,,,,,,6/2,이노프라자(C-4)* - 1동,양식(옥),철근콘크리트조,,Y
MU282011127602,남동소방서,구월119안전센터,노블 비디오감상실,비디오물감상실업,20210603155453,20210603,155453,2021,06,03,복합건축물,,20061228,,인천광역시 남동구 구월동 ,성말로,,,,,,6/2,이노프라자(C-4)* - 1동,양식(옥),철근콘크리트조,,Y
MU482009100113,진주소방서,천전119안전센터,황금오리하우스,일반음식점,20210803094443,20210803,094443,2021,08,03,근린생활시설,,20060922,,경상남도 진주시 칠암동 ,강남로227번길,,석고보드.타일.유리,,MDF(방염도료.방염필름),158.0,1/3,주원산오리 - 주원산오리동,양식(옥),철근콘크리트조,,Y
MU482009101837,마산소방서,석전119안전센터,똥광노래주점,유흥주점,20210804113841,20210804,113841,2021,08,04,,,19890221,20160923,경상남도 창원시 마산회원구 양덕동 ,양덕로,주택,,,,,-1/4,,양식(옥),철근콘크리트조,,Y
MU482009100932,마산소방서,양봉119안전센터,뉴아지트,유흥주점,20211220085746,20211220,085746,2021,12,20,복합건축물,,20070611,,경상남도 창원시 마산합포구 상남동 ,불종거리로,,핸디코트,,방염페인트(후처리),,1/4,모델노래주점 - 모델노래주점동,양식(옥),철근콘크리트조,,Y
MU482009101033,진주소방서,중앙119안전센터,파머스(대안점),일반음식점,20210121165712,20210121,165712,2021,01,21,근린생활시설,20060609,20060609,20210121,경상남도 진주시 대안동 ,촉석로,,실내장식 불연화,,없음,,5/1,*유일약국 - 유일약국동,양식(옥),철근콘크리트조,,Y
MU482009101039,진주소방서,중앙119안전센터,바바펍(구.빠),일반음식점,20211209075358,20211209,075358,2021,12,09,근린생활시설,20030722,20030722,20190329,경상남도 진주시 대안동 ,진주대로1069번길,,실내장식 불연화,,없음,,5/1,*서부농협대안동지점 - 타미커피숍동,양식(옥),철근콘크리트조,,Y
MU482009101025,거창소방서,대평119안전센터,놀부네해물칼국수,일반음식점,20210302111053,20210302,111053,2021,03,02,근린생활시설,20070514,20070514,20210216,경상남도 거창군 거창읍 가지리,거열로4길,구.외양간구시,,,,,지상,(구)외양간구시 - 외양간구시동,양식(옥),철근콘크리트조,,N
MU482009100910,진주소방서,중앙119안전센터,상상플러스,유흥주점,20210429114119,20210429,114119,2021,04,29,위락시설,,20071207,20180305,경상남도 진주시 계동 ,진주대로,,석고보드.핸디코트 등,,,93.0,1/4,상상플러스 - 상상플러스동,양식(옥),철근콘크리트조,,Y
MU482009101084,진주소방서,중앙119안전센터,나이스,유흥주점,20211208112708,20211208,112708,2021,12,08,위락시설,,20070622,20201028,경상남도 진주시 계동 ,비봉로54번길,,,,,,1/3,@(1)나이스(구메이트) - 나이스동,양식(옥),철근콘크리트조,,Y
MU482009101089,진주소방서,중앙119안전센터,쎄븐,단란주점,20211208112939,20211208,112939,2021,12,08,숙박시설,,20070622,20211207,경상남도 진주시 계동 ,비봉로58번길,,,,,,1/8,호텔더세븐(구.리치모텔 - 리치모텔동,양식(옥),철근콘크리트조,,Y
MU482009101485,창녕소방서,남지119안전센터,한국관단란주점,단란주점,20210802091003,20210802,091003,2021,08,02,복합건축물,,19990313,,경상남도 창녕군 남지읍 남지리,남포길,국풍상가아파트,,,,,5,국풍상가아파트 - 국풍상가 APT동,양식(옥),기타 조,,Y
MU482009101762,진주소방서,중앙119안전센터,더탑pc방(구.멜론pc방),인터넷컴퓨터게임시설제공업(PC방),20211209164451,20211209,164451,2021,12,09,근린생활시설,,20030324,20200903,경상남도 진주시 상봉동 ,창렬로114번길,,핸디코트,,,,1/4,멜론PC방 - 멜론PC방동,양식(옥),철근콘크리트조,,Y
MU482009101630,마산소방서,구암119안전센터,예림찻집,휴게음식점,20210804093954,20210804,093954,2021,08,04,,,20011220,,경상남도 창원시 마산회원구 합성동 ,합성서7길,정원생고기돌삼겹살,,,,,3/1,정원여인숙 - 정원여인숙동,양식(옥),철근콘크리트조,,Y
MU482009101634,마산소방서,내서119안전센터,마스터키친,일반음식점,20210804135940,20210804,135940,2021,08,04,교육연구시설,,20020830,,경상남도 창원시 마산회원구 내서읍 용담리,함마대로,마산대학,,,방염도료,653.0,12/1,마산대학 - X동(청강기념관)동,양식(옥),철근콘크리트조,,Y
MU482009101641,마산소방서,구암119안전센터,반도노래연습장,노래연습장업,20211104070804,20211104,070804,2021,11,04,근린생활시설,,20020101,,경상남도 창원시 마산회원구 구암동 ,구암서1길,반도노래연습장,,,,,3/1,반도노래연습장 - 반도노래연습장동,양식(옥),철근콘크리트조,,Y
MU262009103381,남부소방서,용당119안전센터,7080 노래연습장,노래연습장업,20211005113000,20211005,113000,2021,10,05,근린생활시설,20060406,20060412,20190805,부산광역시 남구 용호동 ,제석2길,별미숯불갈비,석고.유리.타일.콘크리트,409.0,합판 필름후처리,30.0,1/3,,양식(옥),철근콘크리트조,,Y
MU262009102987,남부소방서,광안119안전센터,남매횟집,일반음식점,20211115143734,20211115,143734,2021,11,15,근린생활시설,20040428,20040430,20191122,부산광역시 수영구 민락동 ,광안해변로344번길,수변PLAZA,,,MDF.합판,76.0,1/9,,양식(옥),철근콘크리트조,,Y
MU262009101907,동래소방서,온천119안전센터,롯데시네마 동래 엔제리너스,휴게음식점,20211220092543,20211220,092543,2021,12,20,근린생활시설,20080526,20080526,20200121,부산광역시 동래구 온천동 ,중앙대로,롯데백화점,석고.타일,287.0,MDF,64.0,12/3,부산롯데백화점동래점(롯데마트시네마) - 롯데백화점(본관동)동,양식(옥),철근콘크리트조,,Y
MU262009103912,부산진소방서,부전119안전센터,OX PC 전포사거리점,인터넷컴퓨터게임시설제공업(PC방),20211028091454,20211028,091454,2021,10,28,,20080515,20080516,20140716,부산광역시 부산진구 전포동 ,전포대로256번길,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU262009103510,남부소방서,광안119안전센터,궁전횟집,일반음식점,20210428102334,20210428,102334,2021,04,28,,,20090407,20200504,부산광역시 수영구 민락동 ,민락수변로,민락타운,,,,,1/10,,양식(옥),철근콘크리트조,,Y
MU262009102194,동래소방서,연산119안전센터,불티노래연습장,노래연습장업,20210804215926,20210804,215926,2021,08,04,근린생활시설,0,20180419,20180419,부산광역시 연제구 연산동 ,고분로13번길,,,,,,3/1,,양식(옥),철근콘크리트조,,Y
MU262009104321,남부소방서,용당119안전센터,탱고,유흥주점,20210730153239,20210730,153239,2021,07,30,,20000304,20000306,,부산광역시 남구 용호동 ,용호로,,,,합판.무늬목,52.0,1/3,,양식(옥),철골철근콘크리트조,,Y
MU262009105093,중부소방서,창선119안전센터,대운,유흥주점,20211213102932,20211213,102932,2021,12,13,근린생활시설,,20090414,20190731,부산광역시 중구 부평동2가 ,,,,,,,1/3,,양식(옥),철근콘크리트조,,Y
MU262009103778,남부소방서,용당119안전센터,야화,단란주점,20211221134407,20211221,134407,2021,12,21,,,20090408,20170726,부산광역시 남구 용호동 ,용호로,김밥천국,,,,,3/1,,양식(옥),철근콘크리트조,,Y
MU262009104832,남부소방서,대연119안전센터,경성노래연습장,노래연습장업,20210813070453,20210813,070453,2021,08,13,근린생활시설,20180827,20180827,,부산광역시 남구 대연동 ,유엔평화로4번길,,,,합판(방염도료),37.0,1/4,,양식(옥),철근콘크리트조,,Y
MU262009102395,동래소방서,연산119안전센터,OK 노래연습장,노래연습장업,20210405165209,20210405,165209,2021,04,05,근린생활시설,,20081013,20170117,부산광역시 연제구 연산동 ,연수로,,,,,,지하,뚱보노래연습장건물 - 뚱보노래연습장건물동,양식(옥),철근콘크리트조,,Y
MU262009102400,동래소방서,연산119안전센터,여울노래연습장,노래연습장업,20210701170631,20210701,170631,2021,07,01,근린생활시설,20010918,20010918,,부산광역시 연제구 연산동 ,연동로,,,,,,1/3,김경옥건물(윤둘련) - 김경옥건물(윤둘련)동,양식(옥),철근콘크리트조,,Y
MU262009101097,동래소방서,양정119안전센터,물보라,단란주점,20210120095640,20210120,095640,2021,01,20,근린생활시설,,20090308,,부산광역시 부산진구 양정동 ,중앙대로,,,,,,1/4,신성식당 - 신성식당동,양식(옥),철근콘크리트조,,Y
MU262009101211,동래소방서,온천119안전센터,메리움컨벤션금강뷔페,일반음식점,20210623142842,20210623,142842,2021,06,23,근린생활시설,20081222,20090302,,부산광역시 동래구 온천동 ,충렬대로,금강예식장,석고보드.유리.타일,1216.0,MDF,153.0,2/5,금강웨딩홀 - 1동동,양식(옥),철근콘크리트조,,Y
MU262009101313,동래소방서,사직119안전센터,CGV 아시아드 제1관,영화상영관,20210429165806,20210429,165806,2021,04,29,판매시설,20070626,20070629,20130409,부산광역시 연제구 거제동 ,종합운동장로,부산아시아드주경기장노외주차장,타일. 석고. 금속,5091.0,MDF,52.0,1/2,홈플러스(아시아드CGV) - 홈플러스 아시아드점동,양식(옥),철근콘크리트조,Y,N
MU262009103090,동래소방서,온천119안전센터,달려,유흥주점,20210607161317,20210607,161317,2021,06,07,위락시설,,19900825,,부산광역시 동래구 온천동 ,금강로106번길,,,,,,3,,양식(옥),철근콘크리트조,,Y
MU262009103868,사하소방서,하단119안전센터,슬기로운유흥생활,유흥주점,20211102134551,20211102,134551,2021,11,02,,20080114,20080115,20210927,부산광역시 사하구 하단동 ,낙동대로485번길,태란빌딩,석고.유리.타일,360.0,원목(방염도료).MDF(방염시트지),31.0,2/7,,양식(옥),철근콘크리트조,,Y
MU262009103057,남부소방서,망미119안전센터,별궁,유흥주점,20210406190606,20210406,190606,2021,04,06,,20091125,20091201,20150211,부산광역시 수영구 수영동 ,수영로,,석고. 타일 유리,194.0,MDF(방염필름),42.0,1/5,,양식(옥),철근콘크리트조,,Y
MU262009102790,남부소방서,광안119안전센터,광안자모병원 산후조리원,산후조리원,20210309193738,20210309,193738,2021,03,09,,20080926,20081002,20160628,부산광역시 수영구 광안동 ,수영로,자모여성병원,석고보드.유리.석재등,5828.0,MDF(방염도료.방염필름),487.0,2/8,,양식(옥),철근콘크리트조,,Y
MU262009103600,남부소방서,광안119안전센터,유라이브,일반음식점,20210215084521,20210215,084521,2021,02,15,,20071022,20071024,20200626,부산광역시 수영구 민락동 ,광안해변로344번길,나경크리스탈타워,,,,,10/1,,양식(옥),철근콘크리트조,,Y
